valor,horario,localizacao,tipo_transacao,fraude
184.04,9,São Paulo,Cartão Débito,não
70.35,19,Curitiba,Cartão Crédito,não
250.65,1,Curitiba,DOC,não
284.6,11,São Paulo,Pix,não
21.63,4,Salvador,TED,não
144.25,4,Curitiba,Pix,não
142.22,22,Porto Alegre,TED,não
92.18,0,Rio de Janeiro,Pix,não
540.39,3,Salvador,Cartão Crédito,sim
351.48,20,São Paulo,Pix,não
238.94,23,Brasília,Pix,não
250.58,11,Salvador,Boleto,não
123.87,11,Recife,Cartão Débito,não
507.65,15,Recife,Cartão Débito,não
237.22,23,São Paulo,Cartão Crédito,não
261.11,16,Rio de Janeiro,Pix,não
395.65,20,Porto Alegre,Pix,não
64.06,9,Brasília,Cartão Crédito,não
329.09,16,Recife,Cartão Crédito,não
43.44,16,Recife,Boleto,não
84.73,17,Porto Alegre,Pix,não
81.78,1,Rio de Janeiro,Pix,não
768.18,3,Curitiba,Cartão Crédito,sim
388.34,18,Salvador,Pix,sim
241.58,10,São Paulo,Boleto,não
259.7,16,Rio de Janeiro,Cartão Débito,não
165.14,11,Rio de Janeiro,Cartão Crédito,não
587.84,1,Rio de Janeiro,Pix,sim
137.14,5,Rio de Janeiro,Pix,não
95.77,8,Curitiba,Pix,não
35.59,4,Porto Alegre,Boleto,não
308.55,19,Brasília,DOC,não
265.19,20,Salvador,Pix,não
97.02,8,Rio de Janeiro,Pix,não
5.1,22,Salvador,Pix,não
365.27,7,Rio de Janeiro,Cartão Débito,não
2.3,19,São Paulo,Cartão Crédito,não
243.28,7,Recife,TED,não
703.03,21,Curitiba,Cartão Débito,sim
115.13,20,Rio de Janeiro,Boleto,não
53.57,22,Brasília,Cartão Crédito,não
244.07,5,Brasília,Boleto,não
339.79,2,Brasília,Cartão Crédito,não
,4,São Paulo,Pix,não
682.46,8,Brasília,Boleto,não
10.61,6,Porto Alegre,Cartão Crédito,não
140.56,3,São Paulo,Pix,não
253.49,6,Curitiba,Pix,não
397.03,4,Brasília,Pix,não
39.51,10,Recife,Pix,não
321.89,14,Rio de Janeiro,Pix,não
160.91,1,Curitiba,Boleto,não
101.02,12,Porto Alegre,Pix,não
28.25,21,Recife,Pix,não
400.93,15,Curitiba,Cartão Débito,não
34.22,6,Porto Alegre,Boleto,não
74.15,7,Brasília,Pix,não
68.51,5,Curitiba,TED,não
410.23,23,Curitiba,Cartão Crédito,sim
223.38,6,Curitiba,Cartão Crédito,não
318.6,17,São Paulo,Pix,não
57.66,21,Recife,Cartão Débito,não
196.1,21,Salvador,Cartão Crédito,não
169.61,19,Porto Alegre,Cartão Crédito,não
357.75,6,Brasília,Pix,não
473.08,2,Rio de Janeiro,Pix,não
2.45,4,Brasília,Pix,não
224.18,0,Brasília,Pix,não
10.65,14,São Paulo,Pix,não
159.19,2,São Paulo,Pix,não
67.83,7,Curitiba,Cartão Crédito,não
73.28,8,Brasília,Pix,não
87.07,14,Recife,Pix,sim
194.2,9,São Paulo,Cartão Débito,não
81.31,1,Porto Alegre,Pix,não
263.88,19,São Paulo,DOC,sim
103.68,4,Recife,Boleto,não
14.16,18,São Paulo,Cartão Débito,não
306.27,12,Salvador,Cartão Crédito,não
67.31,10,Recife,TED,não
113.4,0,Salvador,Cartão Débito,sim
231.32,21,Salvador,TED,não
80.83,14,Rio de Janeiro,Boleto,não
11.65,17,Recife,Pix,não
93.66,15,Rio de Janeiro,Boleto,não
578.09,8,Porto Alegre,DOC,não
205.3,0,Curitiba,Boleto,não
222.63,10,Curitiba,Boleto,sim
200.09,8,Salvador,Pix,não
44.38,22,São Paulo,Pix,não
108.37,10,Recife,Cartão Crédito,não
278.01,12,São Paulo,Pix,não
21.38,1,Recife,Pix,não
65.11,13,São Paulo,Boleto,não
64.68,5,Curitiba,Cartão Débito,não
113.13,7,Porto Alegre,Pix,não
786.13,17,Curitiba,DOC,não
13.98,15,São Paulo,Indefinido,não
146.25,20,Recife,TED,não
39.54,11,Brasília,Pix,não
705.87,10,Porto Alegre,Boleto,não
24.05,5,Recife,Cartão Crédito,não
103.37,2,São Paulo,Pix,não
267.79,13,Recife,Cartão Crédito,não
243.85,1,Rio de Janeiro,TED,não
109.89,10,Recife,Pix,não
85.09,21,Desconhecido,DOC,não
101.37,2,Salvador,TED,não
61.38,17,Curitiba,Pix,não
45.97,0,Rio de Janeiro,Cartão Crédito,não
131.96,23,Porto Alegre,Cartão Crédito,não
62.54,0,Recife,Cartão Crédito,não
67.78,11,Porto Alegre,TED,não
213.86,14,Brasília,Pix,não
691.79,4,Recife,Cartão Crédito,sim
185.09,5,Curitiba,Pix,não
16.02,15,Salvador,Cartão Crédito,não
15.72,11,Curitiba,Cartão Crédito,não
604.92,11,Porto Alegre,Cartão Crédito,não
70.56,2,São Paulo,TED,não
19.32,22,Curitiba,Cartão Débito,não
182.78,1,São Paulo,Boleto,sim
195.45,6,Curitiba,Boleto,não
209.11,1,Curitiba,Boleto,não
62.23,20,Salvador,Pix,não
3.05,6,Brasília,TED,não
670.57,10,São Paulo,Cartão Crédito,não
57.77,10,São Paulo,Pix,não
225.42,13,Curitiba,TED,não
245.26,2,São Paulo,TED,não
188.33,13,Curitiba,TED,não
75.06,10,Curitiba,Boleto,não
63.24,3,Porto Alegre,Cartão Débito,não
182.1,16,Recife,Pix,não
402.13,15,São Paulo,Cartão Crédito,não
586.49,2,Salvador,Cartão Crédito,sim
22.39,9,Rio de Janeiro,Boleto,não
33.64,20,Porto Alegre,Pix,não
579.13,14,São Paulo,Boleto,não
266.77,7,Salvador,Cartão Débito,não
429.11,17,São Paulo,Pix,não
45.29,2,Brasília,Boleto,sim
177.15,6,Rio de Janeiro,Cartão Débito,não
241.56,9,Rio de Janeiro,Cartão Crédito,não
227.96,19,Salvador,Boleto,não
104.9,8,Brasília,Cartão Débito,não
3.1,13,Brasília,Pix,não
174.9,22,São Paulo,Cartão Crédito,não
58.37,13,Recife,TED,não
119.66,10,Salvador,TED,não
632.03,0,Brasília,DOC,sim
101.84,3,Rio de Janeiro,Pix,não
366.27,5,Salvador,Pix,não
41.78,21,Rio de Janeiro,Pix,não
223.23,21,São Paulo,Pix,não
754.51,4,Salvador,Pix,sim
21.49,2,Recife,Cartão Crédito,não
1.67,1,Curitiba,Pix,não
113.68,2,Salvador,DOC,não
19.44,8,Brasília,Cartão Crédito,não
275.97,18,Brasília,Pix,não
491.96,18,São Paulo,Cartão Débito,não
113.84,16,Porto Alegre,Cartão Crédito,não
59.87,17,Porto Alegre,Pix,não
113.97,10,Recife,Cartão Débito,não
257.07,11,Rio de Janeiro,Boleto,não
1.82,2,Rio de Janeiro,Pix,não
178.05,17,Curitiba,Boleto,não
190.02,23,Rio de Janeiro,Boleto,não
203.05,5,Porto Alegre,Boleto,não
55.42,6,Porto Alegre,Cartão Crédito,sim
250.39,0,Brasília,Pix,não
19.17,5,Curitiba,Cartão Débito,não
44.45,17,Recife,Cartão Crédito,não
419.88,12,Curitiba,Cartão Crédito,não
268.43,21,Salvador,Pix,não
2.77,18,Recife,Boleto,não
57.1,6,Porto Alegre,Cartão Crédito,não
48.26,18,Rio de Janeiro,Cartão Crédito,não
63.16,8,São Paulo,Cartão Débito,não
56.89,2,Curitiba,Cartão Débito,não
12.91,22,Curitiba,TED,não
122.85,11,Brasília,Cartão Crédito,não
263.9,19,Brasília,Pix,não
186.65,23,Porto Alegre,TED,não
223.48,17,Recife,Pix,não
16.93,7,São Paulo,Cartão Crédito,não
605.2,8,Salvador,Cartão Débito,não
364.64,12,Brasília,Pix,não
327.04,7,Brasília,TED,sim
346.3,21,Rio de Janeiro,Cartão Débito,não
539.75,9,Rio de Janeiro,Boleto,não
157.16,16,Porto Alegre,TED,não
44.7,6,Porto Alegre,DOC,sim
191.83,16,Brasília,Boleto,sim
271.64,22,Recife,Cartão Débito,não
267.82,17,Salvador,TED,não
147.4,23,São Paulo,Pix,não
14.18,1,Brasília,Pix,não
92.76,2,Recife,Pix,não
507.07,18,Recife,Boleto,não
175.63,0,Brasília,Cartão Débito,não
154.58,20,Recife,Cartão Crédito,não
62.63,20,Curitiba,Cartão Débito,não
91.92,9,Recife,Cartão Débito,não
451.42,20,Brasília,TED,não
219.6,13,Recife,TED,não
309.66,12,Salvador,Boleto,não
121.15,8,Brasília,Pix,não
198.98,5,Rio de Janeiro,Boleto,não
57.11,5,Brasília,TED,não
244.47,18,Recife,Boleto,não
111.58,20,Brasília,Boleto,sim
116.87,9,São Paulo,Pix,não
209.58,22,Brasília,Boleto,não
550.65,2,Brasília,TED,sim
13.23,17,São Paulo,Pix,não
348.3,20,São Paulo,Boleto,não
69.17,18,São Paulo,Pix,sim
117.37,4,Porto Alegre,Cartão Crédito,não
4.43,10,Curitiba,Pix,sim
71.63,9,Porto Alegre,Boleto,não
139.68,16,Brasília,Boleto,não
11.56,3,Porto Alegre,Pix,não
135.1,20,Porto Alegre,TED,não
523.76,17,São Paulo,Boleto,não
22.27,17,São Paulo,Pix,não
289.16,0,Rio de Janeiro,Pix,não
105.42,13,Porto Alegre,Boleto,sim
212.94,7,Curitiba,Pix,não
60.28,1,Brasília,Boleto,não
34.75,18,Salvador,Cartão Crédito,não
34.98,14,Salvador,Pix,não
14.62,1,Recife,TED,não
41.07,3,Curitiba,TED,sim
218.26,0,Curitiba,Boleto,não
426.89,18,Rio de Janeiro,Pix,não
336.54,20,Brasília,TED,não
231.12,9,Brasília,Pix,não
23.4,0,São Paulo,Pix,não
68.27,19,São Paulo,Boleto,não
74.16,21,Curitiba,Pix,não
57.52,14,Rio de Janeiro,Pix,não
144.72,3,Brasília,Pix,não
153.38,6,Rio de Janeiro,Pix,sim
88.29,6,Recife,Pix,não
87.33,21,Salvador,Pix,não
352.7,17,Brasília,Pix,não
311.46,12,São Paulo,Cartão Crédito,não
73.57,9,Curitiba,Pix,não
490.19,23,Rio de Janeiro,Cartão Crédito,não
610.74,7,Salvador,TED,não
79.13,9,Salvador,Boleto,não
87.52,13,Salvador,Pix,não
140.9,13,São Paulo,Cartão Débito,não
566.45,19,Curitiba,Cartão Crédito,não
418.01,21,São Paulo,Pix,não
21.64,10,Brasília,Pix,não
99.76,5,Rio de Janeiro,Boleto,não
161.21,20,Recife,Cartão Débito,não
139.89,0,Porto Alegre,TED,não
43.1,18,Salvador,TED,não
391.54,6,São Paulo,Pix,não
225.98,23,Porto Alegre,TED,não
363.92,17,Rio de Janeiro,Pix,não
391.47,2,Brasília,TED,não
275.95,19,São Paulo,Pix,não
115.68,10,Brasília,Pix,não
188.6,4,Recife,Boleto,não
34.96,18,Salvador,Boleto,não
223.95,20,Recife,Pix,não
39.51,23,Salvador,Cartão Crédito,não
236.8,23,Curitiba,Pix,não
52.17,1,Curitiba,TED,não
25.01,21,Curitiba,Cartão Crédito,não
36.13,3,Brasília,Cartão Crédito,não
0.4,9,Curitiba,Cartão Crédito,não
253.69,1,Rio de Janeiro,Pix,não
263.65,7,Porto Alegre,Pix,não
144.69,0,Porto Alegre,Boleto,não
35.2,5,Brasília,Pix,sim
17.45,10,Brasília,Pix,não
3.86,9,Curitiba,Boleto,não
36.24,12,Salvador,TED,sim
443.02,0,Porto Alegre,TED,não
55.29,1,Porto Alegre,Pix,não
87.48,2,Curitiba,Pix,não
22.26,8,Brasília,Pix,não
50.3,4,Recife,TED,não
146.47,9,Salvador,Pix,não
187.17,9,Recife,Cartão Crédito,não
56.3,11,Curitiba,Pix,não
11.89,17,Recife,Cartão Crédito,sim
99.2,20,Rio de Janeiro,TED,não
53.37,20,Rio de Janeiro,Pix,não
49.58,0,Rio de Janeiro,Pix,não
643.09,2,Brasília,Pix,sim
191.58,4,Brasília,DOC,sim
162.78,16,Brasília,TED,não
107.49,7,Brasília,Boleto,não
112.05,16,Brasília,TED,não
155.7,8,Curitiba,Boleto,não
238.43,5,Recife,Boleto,não
,16,Curitiba,Pix,não
37.67,7,Recife,Cartão Crédito,não
138.67,20,Curitiba,Cartão Crédito,não
106.19,6,Rio de Janeiro,Cartão Débito,não
408.86,6,São Paulo,Pix,não
199.62,14,Brasília,Cartão Crédito,não
152.07,6,São Paulo,Cartão Crédito,não
24.52,21,São Paulo,Boleto,não
186.1,7,Rio de Janeiro,DOC,não
24.93,8,São Paulo,Cartão Débito,sim
82.26,14,São Paulo,Cartão Débito,sim
30.83,1,Rio de Janeiro,Boleto,não
235.58,6,Recife,TED,não
46.2,14,Curitiba,Cartão Crédito,sim
99.47,17,Porto Alegre,Pix,não
452.05,21,São Paulo,Pix,não
45.71,17,Brasília,Cartão Débito,não
141.78,9,Rio de Janeiro,Cartão Crédito,não
108.69,21,Salvador,Cartão Débito,não
3.66,17,Salvador,Boleto,não
314.77,0,São Paulo,TED,não
14.31,6,Porto Alegre,Cartão Débito,não
128.59,2,Recife,Pix,não
164.5,13,Recife,Cartão Crédito,sim
198.0,11,Porto Alegre,Boleto,não
233.36,13,Brasília,Pix,não
58.41,3,São Paulo,Pix,não
2.01,12,Brasília,TED,não
257.07,15,Recife,DOC,não
153.43,15,Salvador,Pix,não
361.72,21,Recife,TED,sim
344.51,4,Curitiba,Boleto,não
370.72,19,Recife,Cartão Crédito,não
132.75,5,Rio de Janeiro,Pix,não
81.18,5,Curitiba,Boleto,não
313.62,17,Brasília,Pix,não
120.04,5,Recife,Pix,não
40.53,6,Porto Alegre,Pix,não
386.17,23,Rio de Janeiro,Boleto,não
428.37,23,Curitiba,Pix,sim
125.59,15,Rio de Janeiro,Pix,não
15.74,8,Curitiba,Pix,não
98.15,12,Curitiba,Cartão Débito,não
325.46,11,Curitiba,Cartão Débito,não
464.1,18,Porto Alegre,Pix,não
,22,Brasília,Pix,não
13.86,22,Curitiba,Cartão Débito,não
419.68,0,Curitiba,Pix,não
98.66,7,Rio de Janeiro,Pix,não
156.07,3,Curitiba,Pix,não
688.82,20,Brasília,Cartão Débito,não
13.78,21,Salvador,Cartão Crédito,não
209.01,18,Porto Alegre,Pix,não
15.4,20,Porto Alegre,Pix,não
94.15,4,Rio de Janeiro,Cartão Débito,não
325.74,16,Salvador,TED,não
113.65,2,Curitiba,Boleto,não
1174.37,18,Rio de Janeiro,Pix,não
163.77,0,Porto Alegre,Cartão Crédito,não
77.47,22,Brasília,Pix,não
49.72,0,Rio de Janeiro,Cartão Crédito,não
86.32,22,Brasília,Pix,não
93.21,19,Salvador,Pix,não
14.24,8,Salvador,TED,não
92.27,22,Recife,Cartão Crédito,não
124.81,4,Curitiba,TED,sim
256.56,6,Brasília,Pix,sim
213.85,5,Curitiba,Boleto,não
246.73,16,Salvador,Boleto,não
1.68,21,Brasília,Cartão Crédito,não
49.1,16,São Paulo,TED,não
216.76,12,Salvador,Pix,não
132.33,11,São Paulo,Boleto,sim
1.07,3,São Paulo,Pix,não
326.43,7,Salvador,Cartão Débito,não
296.39,4,Brasília,DOC,não
159.0,4,Porto Alegre,TED,não
13.76,12,Porto Alegre,Pix,sim
290.93,10,Curitiba,Pix,não
175.28,7,São Paulo,DOC,não
304.62,7,Curitiba,Pix,não
278.66,0,Brasília,Cartão Crédito,não
324.91,12,Desconhecido,TED,não
145.97,4,Curitiba,Pix,não
30.24,20,São Paulo,Pix,não
222.44,7,Salvador,Boleto,sim
193.77,16,Porto Alegre,Pix,não
271.16,22,Rio de Janeiro,TED,não
37.24,22,Recife,Boleto,não
43.38,12,Brasília,Pix,não
442.2,8,Brasília,Cartão Crédito,não
277.24,1,Brasília,Boleto,não
477.69,18,Recife,Cartão Débito,não
284.36,19,Rio de Janeiro,DOC,não
181.84,16,Porto Alegre,DOC,não
212.34,6,Curitiba,Pix,não
439.88,2,Porto Alegre,TED,não
172.93,18,Brasília,Pix,não
200.15,18,Curitiba,Boleto,não
34.03,23,São Paulo,Pix,não
128.46,8,Porto Alegre,DOC,sim
252.04,9,São Paulo,Pix,não
63.2,13,São Paulo,Boleto,não
45.19,17,Salvador,TED,não
75.33,14,Porto Alegre,TED,não
55.28,0,Brasília,Cartão Débito,sim
48.39,5,Recife,Cartão Crédito,sim
110.63,14,Brasília,Pix,não
476.84,5,São Paulo,DOC,não
141.47,17,São Paulo,TED,sim
41.63,0,Brasília,Cartão Crédito,não
16.02,23,Recife,Cartão Crédito,não
238.25,2,Recife,Pix,não
96.51,16,Salvador,Indefinido,não
345.0,15,Curitiba,Pix,não
215.47,7,Rio de Janeiro,Cartão Crédito,sim
318.16,16,São Paulo,Pix,não
63.48,7,Recife,Pix,não
235.76,16,Porto Alegre,Cartão Crédito,não
61.32,8,Salvador,TED,não
559.6,11,São Paulo,Cartão Débito,não
202.33,18,Rio de Janeiro,Pix,não
78.46,3,Porto Alegre,TED,não
62.81,20,São Paulo,Cartão Crédito,não
,21,Salvador,Pix,não
237.25,10,Salvador,Pix,não
49.36,3,Recife,Pix,não
180.92,13,Curitiba,Cartão Débito,não
61.48,13,Brasília,Cartão Crédito,não
216.92,5,Salvador,TED,não
337.41,16,Porto Alegre,Pix,não
301.04,1,Brasília,Pix,não
286.13,7,Recife,DOC,não
41.58,3,Recife,Cartão Débito,sim
18.51,9,Porto Alegre,Boleto,não
240.1,6,Rio de Janeiro,TED,não
,3,Salvador,DOC,não
113.25,15,Porto Alegre,Cartão Débito,não
6.33,13,São Paulo,DOC,não
60.11,15,Rio de Janeiro,Cartão Débito,não
6.85,8,Brasília,Pix,sim
422.7,3,São Paulo,Cartão Crédito,não
55.78,23,Rio de Janeiro,Boleto,sim
162.99,5,Brasília,Boleto,sim
7.95,0,São Paulo,Boleto,não
219.83,6,Curitiba,Pix,não
78.02,0,Salvador,Pix,não
456.4,18,Porto Alegre,Cartão Débito,não
438.06,7,Porto Alegre,Pix,não
78.69,2,Porto Alegre,Cartão Débito,não
462.45,0,Curitiba,Boleto,não
1112.34,0,Salvador,TED,sim
349.07,6,Rio de Janeiro,Cartão Débito,não
372.7,20,Salvador,Cartão Crédito,não
57.27,12,Recife,TED,não
171.94,0,São Paulo,Pix,sim
13.92,15,Rio de Janeiro,Cartão Crédito,não
19.95,21,Recife,Cartão Crédito,não
1361.15,21,Porto Alegre,Cartão Crédito,sim
79.09,13,Porto Alegre,Cartão Crédito,não
275.81,3,Porto Alegre,Pix,não
328.67,22,Recife,Cartão Crédito,não
390.42,22,São Paulo,Pix,não
1208.83,11,São Paulo,Pix,sim
55.28,11,Recife,Pix,não
8.24,16,Brasília,Pix,não
105.93,20,Porto Alegre,DOC,não
27.87,14,Rio de Janeiro,Pix,não
4.54,9,São Paulo,Pix,não
89.39,2,Salvador,Pix,não
306.25,22,Recife,Boleto,não
167.03,19,Brasília,TED,não
75.02,19,Curitiba,TED,não
212.46,11,Recife,Cartão Crédito,não
52.8,0,Salvador,TED,não
2.9,0,Brasília,Pix,não
289.08,9,Curitiba,Cartão Débito,não
195.5,17,Brasília,Pix,não
287.35,14,São Paulo,Pix,não
7.94,1,Recife,Boleto,não
362.95,16,Salvador,Cartão Crédito,não
193.27,7,Curitiba,Cartão Crédito,não
165.75,21,Brasília,Pix,não
195.96,21,Curitiba,Cartão Crédito,não
399.66,8,Rio de Janeiro,Cartão Crédito,sim
176.83,20,Salvador,Pix,não
173.95,19,Recife,Pix,não
935.1,10,São Paulo,Cartão Crédito,não
282.72,5,Curitiba,Pix,não
116.78,23,Porto Alegre,Pix,não
245.79,13,Brasília,Pix,não
98.61,0,Porto Alegre,Pix,não
51.98,6,Curitiba,Pix,não
181.69,23,Salvador,Pix,não
526.72,8,Porto Alegre,Pix,não
529.41,10,Brasília,Cartão Débito,não
83.68,23,Curitiba,Pix,não
150.02,22,São Paulo,TED,não
47.56,15,São Paulo,Cartão Débito,não
1086.65,18,Recife,Cartão Crédito,não
793.91,1,São Paulo,Pix,sim
209.68,14,Curitiba,Pix,não
326.35,2,Salvador,Boleto,não
251.12,3,Curitiba,Cartão Débito,não
179.87,19,São Paulo,Pix,não
10.96,21,Rio de Janeiro,TED,não
121.31,6,Curitiba,Cartão Crédito,não
224.65,11,Recife,TED,não
226.35,3,Rio de Janeiro,Cartão Crédito,não
93.4,9,São Paulo,Boleto,não
568.4,5,Salvador,Pix,sim
36.63,21,Brasília,TED,não
138.77,13,Curitiba,Boleto,não
234.81,2,Brasília,Cartão Crédito,não
238.89,16,Porto Alegre,Cartão Crédito,não
209.19,10,Recife,Cartão Crédito,sim
64.4,9,Rio de Janeiro,Pix,não
33.97,20,Brasília,Boleto,não
202.09,9,Recife,TED,não
182.91,9,Brasília,Boleto,não
39.53,2,Brasília,TED,não
244.25,23,Recife,Cartão Crédito,não
121.46,14,Curitiba,Boleto,não
220.38,16,Brasília,Boleto,não
363.25,17,Recife,Cartão Crédito,não
37.2,18,Brasília,Pix,não
3.87,18,Salvador,Pix,sim
302.01,11,Curitiba,TED,não
188.17,23,Salvador,Cartão Débito,não
240.55,4,Salvador,Pix,sim
364.22,23,Recife,Pix,não
324.72,15,Salvador,Cartão Débito,não
648.43,14,Brasília,Cartão Crédito,não
153.55,14,São Paulo,Cartão Crédito,não
134.08,5,Curitiba,Pix,não
102.8,11,Brasília,Cartão Crédito,não
33.37,1,Rio de Janeiro,DOC,não
170.01,19,Recife,Boleto,não
64.87,8,Brasília,Pix,não
508.44,3,Curitiba,Cartão Crédito,sim
175.03,4,Salvador,Pix,não
179.71,20,Curitiba,Pix,sim
87.68,7,Rio de Janeiro,Boleto,não
10.68,21,Salvador,Pix,sim
6.45,9,Rio de Janeiro,Pix,não
110.1,6,Porto Alegre,TED,não
17.67,21,Porto Alegre,Cartão Crédito,não
186.71,13,Brasília,Pix,não
425.68,4,São Paulo,Cartão Crédito,não
428.97,15,Salvador,Boleto,não
215.2,14,Curitiba,Boleto,não
47.46,4,São Paulo,TED,não
397.55,2,Salvador,Cartão Crédito,sim
434.48,22,Salvador,Pix,não
43.79,9,Salvador,Pix,não
267.44,4,Salvador,Boleto,não
67.52,22,São Paulo,Cartão Débito,não
324.55,14,Brasília,Pix,sim
1178.35,17,Recife,DOC,não
6.1,7,Recife,Cartão Débito,não
455.32,20,Recife,Cartão Crédito,não
194.91,1,Rio de Janeiro,Pix,não
725.24,21,Salvador,DOC,não
125.1,7,Salvador,Pix,sim
375.97,22,Curitiba,Cartão Crédito,não
12.89,7,Rio de Janeiro,Pix,sim
81.68,3,Curitiba,Cartão Crédito,não
13.87,18,Porto Alegre,Cartão Débito,não
740.54,22,Curitiba,Cartão Débito,não
339.63,17,Curitiba,Cartão Crédito,não
382.85,20,Brasília,Pix,não
556.01,22,Recife,Pix,não
17.79,0,Salvador,Boleto,não
97.42,19,Rio de Janeiro,DOC,não
14.74,14,Porto Alegre,Pix,não
47.35,17,Rio de Janeiro,TED,não
52.11,21,Salvador,Cartão Débito,não
126.64,11,Brasília,Cartão Crédito,não
62.55,0,Curitiba,Pix,não
21.29,6,Porto Alegre,TED,não
36.66,18,Recife,Boleto,não
31.86,0,Salvador,Cartão Crédito,não
722.95,23,São Paulo,DOC,não
284.83,6,São Paulo,Cartão Débito,não
686.92,1,Brasília,Cartão Crédito,sim
115.87,6,Recife,Cartão Débito,não
65.25,18,São Paulo,Cartão Crédito,não
320.19,12,São Paulo,Cartão Crédito,não
78.98,23,Salvador,Cartão Crédito,não
71.16,4,Porto Alegre,Pix,não
52.92,22,Porto Alegre,Pix,não
27.78,18,Salvador,Cartão Crédito,não
59.27,0,Rio de Janeiro,Pix,não
87.8,0,Salvador,TED,não
224.17,17,Recife,Cartão Crédito,não
12.92,23,São Paulo,Cartão Crédito,não
47.27,0,Porto Alegre,Pix,não
331.12,4,Salvador,TED,não
31.78,8,Porto Alegre,TED,não
83.91,11,Porto Alegre,Pix,sim
399.99,8,Rio de Janeiro,Cartão Débito,não
33.67,17,Recife,Boleto,não
17.27,22,Curitiba,Cartão Débito,não
132.54,10,Porto Alegre,Pix,não
72.03,0,Recife,TED,não
,18,Brasília,Cartão Crédito,não
325.73,21,Rio de Janeiro,TED,não
29.5,9,Curitiba,Pix,sim
173.83,1,Porto Alegre,Cartão Débito,não
140.85,6,Salvador,Cartão Crédito,não
31.12,19,Porto Alegre,DOC,não
195.63,1,Rio de Janeiro,Boleto,não
63.94,18,Rio de Janeiro,Pix,não
133.82,5,São Paulo,Cartão Débito,não
17.17,9,Porto Alegre,Cartão Crédito,não
123.08,8,Recife,Pix,não
,7,Rio de Janeiro,Pix,não
345.62,10,Rio de Janeiro,Cartão Crédito,não
,8,Brasília,Pix,não
108.47,19,Brasília,Cartão Débito,não
122.66,19,Brasília,Cartão Débito,sim
258.2,8,Rio de Janeiro,Cartão Crédito,não
170.8,7,Curitiba,Cartão Crédito,não
220.05,14,Recife,TED,não
300.16,1,Rio de Janeiro,Pix,não
396.39,23,Salvador,Cartão Crédito,não
75.34,0,Salvador,TED,não
154.45,8,São Paulo,Boleto,não
366.65,8,Salvador,Pix,não
910.35,12,Porto Alegre,Pix,não
440.58,7,Curitiba,Pix,não
92.87,20,Curitiba,Cartão Crédito,não
43.42,4,Recife,TED,não
134.43,2,Curitiba,Pix,não
270.68,20,Recife,TED,não
135.68,3,Salvador,Pix,não
132.01,16,Curitiba,Cartão Crédito,não
364.32,15,Porto Alegre,Boleto,não
89.7,15,Recife,Pix,não
392.93,19,Brasília,Pix,não
104.45,2,Brasília,Cartão Débito,não
79.57,5,Curitiba,Boleto,não
121.02,0,Curitiba,Pix,não
287.47,20,Salvador,TED,não
26.94,15,Recife,Pix,não
43.74,14,Salvador,Pix,não
605.01,6,Recife,Cartão Crédito,sim
38.59,1,Porto Alegre,Pix,não
167.74,9,Rio de Janeiro,Cartão Crédito,sim
173.17,14,Brasília,TED,não
134.52,5,Rio de Janeiro,Pix,não
206.98,1,Rio de Janeiro,Cartão Crédito,não
52.23,23,São Paulo,TED,não
160.89,23,Recife,Cartão Crédito,não
93.1,16,São Paulo,Cartão Crédito,não
216.75,0,São Paulo,Cartão Débito,não
30.45,0,Rio de Janeiro,Pix,não
169.2,3,São Paulo,Pix,não
40.98,19,Porto Alegre,DOC,não
65.32,15,Recife,Pix,não
49.36,7,Rio de Janeiro,TED,não
40.38,0,Recife,Pix,não
349.41,18,Porto Alegre,DOC,sim
67.29,10,Curitiba,Pix,não
523.8,16,São Paulo,Cartão Crédito,não
700.82,9,Rio de Janeiro,Cartão Crédito,não
